0.000000000000000000e+00	3.266601562500000000e+00	9.614819335937500000e+01	3.303222656250000000e+00	5.669531250000000000e+01	3.871020507812500000e+01	1.917724609375000000e+00	3.709228515625000000e+00	1.343261718750000000e+00	3.997314453125000000e+00	2.030517578125000000e+00	5.394531250000000000e+00	2.146484375000000000e+00	6.937500000000000000e+00	1.795166015625000000e+00	2.010742187500000000e+00	5.100585937500000000e+00	2.369140625000000000e+00	1.217846679687500000e+01	1.728540039062500000e+01	5.762329101562500000e+01	8.716308593750000000e+00	8.178466796875000000e+00	4.784667968750000000e+00	7.752441406250000000e+00	3.150390625000000000e+00	1.069177246093750000e+02	4.861572265625000000e+00	5.289306640625000000e+01	3.842773437500000000e+00	1.925952148437500000e+01	1.960937500000000000e+00	5.445556640625000000e+00	1.021481933593750000e+02	2.756445312500000000e+01	2.963867187500000000e+00	3.671655273437500000e+01	3.206787109375000000e+00	6.954833984375000000e+00	4.070068359375000000e+00	9.554370117187500000e+01	9.354736328125000000e+00	3.250000000000000000e+00	8.001708984375000000e+00	3.788208007812500000e+01	3.374511718750000000e+00	2.731201171875000000e+00	3.287109375000000000e+00	2.999755859375000000e+00	4.533056640625000000e+01
5.142578125000000000e+00	0.000000000000000000e+00	4.784912109375000000e+00	5.304199218750000000e+00	4.871093750000000000e+00	3.866943359375000000e+00	4.567626953125000000e+00	5.468750000000000000e+00	3.844238281250000000e+00	4.388916015625000000e+00	6.076904296875000000e+00	5.119140625000000000e+00	4.607421875000000000e+00	4.596435546875000000e+00	4.584716796875000000e+00	4.636718750000000000e+00	6.733398437500000000e+00	4.752441406250000000e+00	4.779052734375000000e+00	5.231689453125000000e+00	6.409179687500000000e+00	4.295410156250000000e+00	6.325439453125000000e+00	5.843261718750000000e+00	5.307861328125000000e+00	5.543701171875000000e+00	4.127685546875000000e+00	4.074462890625000000e+00	6.070312500000000000e+00	5.552978515625000000e+00	4.278808593750000000e+00	3.865234375000000000e+00	5.683349609375000000e+00	4.203613281250000000e+00	5.109375000000000000e+00	5.389160156250000000e+00	5.234130859375000000e+00	4.297119140625000000e+00	4.772949218750000000e+00	4.549316406250000000e+00	4.431152343750000000e+00	4.399658203125000000e+00	4.431884765625000000e+00	6.860595703125000000e+00	5.207519531250000000e+00	4.635253906250000000e+00	6.089843750000000000e+00	4.306152343750000000e+00	4.385009765625000000e+00	3.414794921875000000e+00
1.013134765625000000e+02	2.236840820312500000e+01	0.000000000000000000e+00	2.185351562500000000e+01	3.329492187500000000e+01	3.199121093750000000e+01	2.278027343750000000e+01	2.154907226562500000e+01	2.167431640625000000e+01	2.427148437500000000e+01	2.144946289062500000e+01	2.145214843750000000e+01	2.144140625000000000e+01	2.297827148437500000e+01	2.276440429687500000e+01	2.177880859375000000e+01	2.487622070312500000e+01	2.260351562500000000e+01	2.499072265625000000e+01	3.874951171875000000e+01	3.359936523437500000e+01	3.340966796875000000e+01	2.148144531250000000e+01	2.181127929687500000e+01	2.178955078125000000e+01	1.076088867187500000e+02	4.129125976562500000e+01	2.157348632812500000e+01	3.091967773437500000e+01	2.433935546875000000e+01	5.743334960937500000e+01	2.173901367187500000e+01	2.148803710937500000e+01	3.661547851562500000e+01	5.398022460937500000e+01	2.186791992187500000e+01	6.496582031250000000e+01	2.202416992187500000e+01	2.439428710937500000e+01	1.031376953125000000e+02	2.413281250000000000e+01	2.862426757812500000e+01	2.350805664062500000e+01	2.307836914062500000e+01	6.825244140625000000e+01	2.167309570312500000e+01	2.219580078125000000e+01	2.238061523437500000e+01	2.158203125000000000e+01	3.302636718750000000e+01
2.735107421875000000e+00	2.248046875000000000e+00	3.484375000000000000e+00	0.000000000000000000e+00	2.759765625000000000e+00	4.261962890625000000e+00	1.324707031250000000e+00	2.646240234375000000e+00	1.588867187500000000e+00	2.576416015625000000e+00	1.861816406250000000e+00	7.114990234375000000e+00	1.779296875000000000e+00	1.209960937500000000e+00	1.962158203125000000e+00	3.763671875000000000e+00	2.365966796875000000e+00	4.426513671875000000e+00	4.276367187500000000e+00	2.139404296875000000e+00	3.901611328125000000e+00	2.559326171875000000e+00	2.252197265625000000e+00	3.747558593750000000e+00	1.190356445312500000e+01	4.961181640625000000e+00	2.487792968750000000e+00	2.901367187500000000e+00	2.536621093750000000e+00	3.914062500000000000e+00	3.661865234375000000e+00	3.933837890625000000e+00	3.625244140625000000e+00	2.557128906250000000e+00	3.348144531250000000e+00	3.502197265625000000e+00	3.363769531250000000e+00	6.378906250000000000e+00	4.697998046875000000e+00	3.737548828125000000e+00	2.937500000000000000e+00	2.888183593750000000e+00	3.967041015625000000e+00	2.013671875000000000e+00	2.758789062500000000e+00	3.517822265625000000e+00	1.781250000000000000e+00	4.301269531250000000e+00	3.384033203125000000e+00	5.448242187500000000e+00
5.674853515625000000e+01	5.700195312500000000e+00	1.775610351562500000e+01	4.979736328125000000e+00	0.000000000000000000e+00	3.471972656250000000e+01	3.468750000000000000e+00	6.580566406250000000e+00	5.851806640625000000e+00	6.100097656250000000e+00	3.820556640625000000e+00	5.034179687500000000e+00	4.590087890625000000e+00	4.101562500000000000e+00	4.924072265625000000e+00	5.289550781250000000e+00	3.672607421875000000e+00	7.376708984375000000e+00	1.098876953125000000e+01	1.465424804687500000e+02	5.500000000000000000e+00	1.828540039062500000e+01	3.340576171875000000e+00	4.262207031250000000e+00	4.098144531250000000e+00	4.731250000000000000e+01	9.121630859375000000e+01	4.743164062500000000e+00	8.350097656250000000e+00	4.143554687500000000e+00	1.353415527343750000e+02	3.806884765625000000e+00	4.692138671875000000e+00	9.628466796875000000e+01	4.121386718750000000e+01	3.677978515625000000e+00	7.644531250000000000e+01	5.369140625000000000e+00	5.174560546875000000e+00	4.655590820312500000e+01	1.695312500000000000e+01	1.218554687500000000e+01	6.218505859375000000e+00	5.519287109375000000e+00	8.520874023437500000e+01	5.014160156250000000e+00	4.041259765625000000e+00	4.621093750000000000e+00	4.782470703125000000e+00	2.696850585937500000e+01
7.799829101562500000e+01	5.299291992187500000e+01	5.634277343750000000e+01	5.375854492187500000e+01	8.670874023437500000e+01	0.000000000000000000e+00	5.527441406250000000e+01	5.386035156250000000e+01	5.381396484375000000e+01	5.605322265625000000e+01	5.424438476562500000e+01	5.760327148437500000e+01	5.523168945312500000e+01	5.570312500000000000e+01	5.407250976562500000e+01	5.414697265625000000e+01	5.431518554687500000e+01	5.391308593750000000e+01	8.162646484375000000e+01	6.414794921875000000e+01	7.953906250000000000e+01	8.284155273437500000e+01	5.609765625000000000e+01	5.740893554687500000e+01	5.406494140625000000e+01	8.667114257812500000e+01	4.337158203125000000e+01	5.393798828125000000e+01	7.117553710937500000e+01	5.650292968750000000e+01	6.297631835937500000e+01	5.459179687500000000e+01	5.535278320312500000e+01	4.271215820312500000e+01	6.906811523437500000e+01	5.399267578125000000e+01	6.070800781250000000e+01	5.522143554687500000e+01	5.472705078125000000e+01	9.536938476562500000e+01	5.598657226562500000e+01	6.515527343750000000e+01	5.389794921875000000e+01	5.447729492187500000e+01	5.655517578125000000e+01	5.388256835937500000e+01	5.396728515625000000e+01	5.544287109375000000e+01	5.398999023437500000e+01	2.949072265625000000e+01
2.517822265625000000e+00	1.569824218750000000e+00	4.602050781250000000e+00	1.352294921875000000e+00	1.462158203125000000e+00	4.922851562500000000e+00	0.000000000000000000e+00	5.005859375000000000e+00	3.028808593750000000e+00	3.243652343750000000e+00	4.669677734375000000e+00	3.162109375000000000e+00	8.837890625000000000e+00	2.338623046875000000e+00	5.157226562500000000e+00	4.356933593750000000e+00	2.422363281250000000e+00	1.485107421875000000e+00	2.826660156250000000e+00	3.176269531250000000e+00	1.512939453125000000e+00	3.336669921875000000e+00	1.692382812500000000e+00	2.916992187500000000e+00	4.663818359375000000e+00	2.687011718750000000e+00	3.468994140625000000e+00	2.743896484375000000e+00	1.712890625000000000e+00	3.431152343750000000e+00	2.509765625000000000e+00	2.929931640625000000e+00	2.981445312500000000e+00	3.492675781250000000e+00	3.030273437500000000e+00	4.559082031250000000e+00	2.044921875000000000e+00	3.512695312500000000e+00	2.954101562500000000e+00	1.596191406250000000e+00	1.788818359375000000e+00	2.264648437500000000e+00	3.124023437500000000e+00	5.405273437500000000e+00	2.444824218750000000e+00	2.379394531250000000e+00	5.900634765625000000e+00	2.373046875000000000e+00	1.987792968750000000e+00	2.779785156250000000e+00
3.192382812500000000e+00	2.424804687500000000e+00	2.603271484375000000e+00	2.862792968750000000e+00	4.384033203125000000e+00	5.365478515625000000e+00	5.743164062500000000e+00	0.000000000000000000e+00	3.881347656250000000e+00	2.939941406250000000e+00	2.044433593750000000e+00	3.967773437500000000e+00	2.149169921875000000e+00	3.729980468750000000e+00	2.937011718750000000e+00	6.167236328125000000e+00	3.875244140625000000e+00	2.857177734375000000e+00	4.099365234375000000e+00	2.277587890625000000e+00	2.400146484375000000e+00	2.609130859375000000e+00	4.724365234375000000e+00	8.454101562500000000e+00	1.945068359375000000e+00	2.962158203125000000e+00	4.958007812500000000e+00	2.607177734375000000e+00	2.178466796875000000e+00	2.405517578125000000e+00	1.916015625000000000e+00	1.094702148437500000e+01	2.101562500000000000e+00	3.814453125000000000e+00	3.010742187500000000e+00	2.330322265625000000e+00	4.221923828125000000e+00	3.789062500000000000e+00	5.278076171875000000e+00	1.977294921875000000e+00	3.686035156250000000e+00	3.970703125000000000e+00	8.710937500000000000e+00	3.058593750000000000e+00	5.172363281250000000e+00	3.760986328125000000e+00	3.333007812500000000e+00	5.705322265625000000e+00	2.543457031250000000e+00	4.885986328125000000e+00
1.743652343750000000e+00	3.349121093750000000e+00	2.642822265625000000e+00	1.820312500000000000e+00	3.859130859375000000e+00	3.185058593750000000e+00	2.783691406250000000e+00	4.224121093750000000e+00	0.000000000000000000e+00	1.674560546875000000e+00	2.824707031250000000e+00	4.043457031250000000e+00	2.387695312500000000e+00	6.481689453125000000e+00	1.905517578125000000e+00	7.596679687500000000e+00	3.452880859375000000e+00	3.395507812500000000e+00	1.668212890625000000e+00	1.979980468750000000e+00	4.360107421875000000e+00	1.372070312500000000e+00	1.529296875000000000e+00	6.741699218750000000e+00	4.502685546875000000e+00	1.541992187500000000e+00	2.441162109375000000e+00	4.109130859375000000e+00	3.551025390625000000e+00	4.101806640625000000e+00	3.739257812500000000e+00	3.784179687500000000e+00	2.163818359375000000e+00	2.074951171875000000e+00	4.901611328125000000e+00	2.165771484375000000e+00	1.469238281250000000e+00	4.016357421875000000e+00	2.640869140625000000e+00	1.674316406250000000e+00	3.492431640625000000e+00	2.107177734375000000e+00	2.299072265625000000e+00	4.456787109375000000e+00	2.331787109375000000e+00	4.027099609375000000e+00	4.033203125000000000e+00	6.987792968750000000e+00	1.696777343750000000e+00	3.331054687500000000e+00
3.688720703125000000e+00	2.072998046875000000e+00	4.056884765625000000e+00	2.642822265625000000e+00	5.096923828125000000e+00	2.219482421875000000e+00	2.956542968750000000e+00	2.653808593750000000e+00	1.525390625000000000e+00	0.000000000000000000e+00	3.299560546875000000e+00	1.365966796875000000e+00	5.368408203125000000e+00	9.731445312500000000e-01	1.646972656250000000e+00	1.306884765625000000e+00	2.116699218750000000e+00	2.903076171875000000e+00	2.444335937500000000e+00	1.358398437500000000e+00	3.318847656250000000e+00	3.728515625000000000e+00	3.481689453125000000e+00	7.337402343750000000e+00	2.149169921875000000e+00	3.413818359375000000e+00	6.023437500000000000e+00	1.394287109375000000e+00	2.879882812500000000e+00	3.734863281250000000e+00	2.119140625000000000e+00	3.040039062500000000e+00	1.626708984375000000e+00	5.018310546875000000e+00	5.234863281250000000e+00	4.351318359375000000e+00	1.236816406250000000e+00	4.268310546875000000e+00	3.601074218750000000e+00	4.409423828125000000e+00	2.750732421875000000e+00	3.750488281250000000e+00	4.054199218750000000e+00	1.300781250000000000e+00	1.556640625000000000e+00	2.358886718750000000e+00	5.522705078125000000e+00	3.965087890625000000e+00	1.732421875000000000e+00	9.262695312500000000e-01
